title,n_enrolled,course_type,institution,Level,subject,language,subtitles,course_effort,course_length,price,media_course_effort,price_extracted,length_extracted,ingreso_por_curso,esfuerzo_total,esfuerzo_group,log_n_enrolled,esfuerzo_group_str
"U.S. Public Policy: Social, Economic, and Foreign Policies",44045,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,English,2–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,4,2158205,12.0,"(10.0, 20.0]",10.692967117543896,"(10.0, 20.0]"
Machine Learning with Python: from Linear Models to Deep Learning,85561,Instructor-led on a course schedule,Massachusetts Institute of Technology,Advanced,Computer Science,English,English,10–14 hours per week,15 Weeks,FREE-Add a Verified Certificate for $300 USD,12.0,300,15,25668300,180.0,"(100.0, inf]",11.356984850832577,"(100.0, inf]"
Introduction to Data Science,43766,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,English,3–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $39 USD,4.5,39,6,1706874,27.0,"(20.0, 30.0]",10.686612539214305,"(20.0, 30.0]"
Circuits and Electronics 1: Basic Circuit Analysis,52639,Self-paced on your time,Massachusetts Institute of Technology,Introductory,Electronics,English,"English, 中文",5–7 hours per week,5 Weeks,FREE-Add a Verified Certificate for $169 USD,6.0,169,5,8895991,30.0,"(20.0, 30.0]",10.871212568858269,"(20.0, 30.0]"
Introduction to Investments,91788,Self-paced on your time,Indian Institute of Management Bangalore,Intermediate,Business & Management,English,English,3–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $50 USD,4.0,50,5,4589400,20.0,"(10.0, 20.0]",11.427236849109866,"(10.0, 20.0]"
Improving Your Business Through a Culture of Health,54136,Self-paced on your time,Harvard University,Introductory,Business & Management,English,English,1–3 hours per week,9 Weeks,FREE-Add a Verified Certificate for $99 USD,2.0,99,9,5359464,18.0,"(10.0, 20.0]",10.899254677912062,"(10.0, 20.0]"
Introduction to Linear Models and Matrix Algebra,92004,Self-paced on your time,Harvard University,Intermediate,Math,English,English,2–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,3.0,149,4,13708596,12.0,"(10.0, 20.0]",11.429587333346895,"(10.0, 20.0]"
DO Your Venture: Entrepreneurship For Everyone,61989,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,English,"English, हिन्दी",3–4 hours per week,6 Weeks,FREE-Add a Verified Certificate for $150 USD,3.5,150,6,9298350,21.0,"(20.0, 30.0]",11.034712228931715,"(20.0, 30.0]"
El valor de la creatividad y la innovación: La Economía Naranja,23728,Self-paced on your time,Inter-American Development Bank,Introductory,Art & Culture,Español,Español,2–4 hours per week,8 Weeks,FREE-Add a Verified Certificate for $25 USD,3.0,25,8,593200,24.0,"(20.0, 30.0]",10.074411064377713,"(20.0, 30.0]"
Humanitarian Response to Conflict and Disaster,119891,Self-paced on your time,Harvard University,Introductory,Health & Safety,English,English,3–4 hours per week,5 Weeks,FREE-Add a Verified Certificate for $99 USD,3.5,99,5,11869209,17.5,"(10.0, 20.0]",11.694338275646144,"(10.0, 20.0]"
"Women Making History: Ten Objects, Many Stories",38939,Self-paced on your time,Harvard University,Introductory,History,English,English,2–3 hours per week,8 Weeks,FREE-Add a Verified Certificate for $99 USD,2.5,99,8,3854961,20.0,"(10.0, 20.0]",10.569751598062284,"(10.0, 20.0]"
Masterpieces of World Literature,88789,Self-paced on your time,Harvard University,Introductory,Literature,English,English,5–7 hours per week,12 Weeks,FREE-Add a Verified Certificate for $149 USD,6.0,149,12,13229561,72.0,"(70.0, 80.0]",11.394018047433386,"(70.0, 80.0]"
SQL for Data Science,39184,Self-paced on your time,IBM,Introductory,Data Analysis & Statistics,English,English,2–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $39 USD,3.0,39,4,1528176,12.0,"(10.0, 20.0]",10.57602377919195,"(10.0, 20.0]"
El cerebro y las emociones en el lenguaje,41279,Self-paced on your time,Universidad del Rosario,Introductory,Communication,Español,Español,4–5 hours per week,5 Weeks,FREE-Add a Verified Certificate for $49 USD,4.5,49,5,2022671,22.5,"(20.0, 30.0]",10.628109175055817,"(20.0, 30.0]"
Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),62673,Self-paced on your time,Harvard University,Introductory,Physics,English,English,2–3 hours per week,16 Weeks,FREE-Add a Verified Certificate for $169 USD,2.5,169,16,10591737,40.0,"(30.0, 40.0]",11.04568601186716,"(30.0, 40.0]"
Python: aprender a programar,21613,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Computer Science,Español,Español,3–4 hours per week,8 Weeks,FREE-Add a Verified Certificate for $49 USD,3.5,49,8,1059037,28.0,"(20.0, 30.0]",9.981050264483919,"(20.0, 30.0]"
Marketing Analytics: Competitive Analysis and Market Segmentation,70682,Self-paced on your time,"University of California, Berkeley",Intermediate,Computer Science,English,English,5–7 hours per week,4 Weeks,FREE-Add a Verified Certificate for $249 USD,6.0,249,4,17599818,24.0,"(20.0, 30.0]",11.165946222581114,"(20.0, 30.0]"
MalariaX: Defeating Malaria from the Genes to the Globe,37598,Self-paced on your time,Harvard University,Intermediate,Biology & Life Sciences,English,"English, Français",3–5 hours per week,8 Weeks,FREE-Add a Verified Certificate for $49 USD,4.0,49,8,1842302,32.0,"(30.0, 40.0]",10.534706136473906,"(30.0, 40.0]"
Entrepreneurship in Emerging Economies,113602,Self-paced on your time,Harvard University,Introductory,Business & Management,English,English,3–5 hours per week,6 Weeks,FREE-Add a Verified Certificate for $125 USD,4.0,125,6,14200250,24.0,"(20.0, 30.0]",11.640456390748014,"(20.0, 30.0]"
JavaScript Introduction,160112,Self-paced on your time,The World Wide Web Consortium (W3C),Introductory,Computer Science,English,English,6–8 hours per week,5 Weeks,FREE-Add a Verified Certificate for $199 USD,7.0,199,5,31862288,35.0,"(30.0, 40.0]",11.983628849330238,"(30.0, 40.0]"
People Management,113592,Self-paced on your time,Indian Institute of Management Bangalore,Introductory,Business & Management,English,"English, हिन्दी",2–4 hours per week,6 Weeks,FREE-Add a Verified Certificate for $150 USD,3.0,150,6,17038800,18.0,"(10.0, 20.0]",11.640368360254193,"(10.0, 20.0]"
Using Email for Networking in English,57208,Self-paced on your time,University of Washington,Introductory,Language,English,English,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,4.0,149,4,8523992,16.0,"(10.0, 20.0]",10.954449027728232,"(10.0, 20.0]"
Databases: Relational Databases and SQL,20502,Self-paced on your time,Stanford University,Introductory,Computer Science,English,English,8–10 hours per week,2 Weeks,FREE-Add a Verified Certificate for $50 USD,9.0,50,2,1025100,18.0,"(10.0, 20.0]",9.928277721343347,"(10.0, 20.0]"
C Programming: Getting Started,104108,Self-paced on your time,Dartmouth_IMTx-Dartmouth College-IMT,Introductory,Computer Science,English,English,2–4 hours per week,7 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,7,5101292,21.0,"(20.0, 30.0]",11.553184100833791,"(20.0, 30.0]"
Supply Chain Analytics,145049,Instructor-led on a course schedule,Massachusetts Institute of Technology,Introductory,Business & Management,English,English,8–12 hours per week,15 Weeks,FREE-Add a Verified Certificate for $199 USD,10.0,199,15,28864751,150.0,"(100.0, inf]",11.884826895351363,"(100.0, inf]"
Programming for the Web with JavaScript,91406,Self-paced on your time,University of Pennsylvania,Intermediate,Computer Science,English,English,6–8 hours per week,4 Weeks,FREE-Add a Verified Certificate for $149 USD,7.0,149,4,13619494,28.0,"(20.0, 30.0]",11.423066400801892,"(20.0, 30.0]"
Introduction to Digital Humanities,37501,Self-paced on your time,Harvard University,Introductory,Humanities,English,English,2–4 hours per week,7 Weeks,FREE-Add a Verified Certificate for $99 USD,3.0,99,7,3712599,21.0,"(20.0, 30.0]",10.53212287826962,"(20.0, 30.0]"
Upper-Intermediate English: Business and Industry,103704,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Language,English,English,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,4.0,50,4,5185200,16.0,"(10.0, 20.0]",11.549295966279878,"(10.0, 20.0]"
EmSAT English Preparation - Level 1,29101,Self-paced on your time,United Arab Emirates University,Introductory,Language,English,English,2–3 hours per week,6 Weeks,FREE-Add a Verified Certificate for $49 USD,2.5,49,6,1425949,15.0,"(10.0, 20.0]",10.278527816830314,"(10.0, 20.0]"
Python for Data Science,266978,Self-paced on your time,"The University of California, San Diego",Advanced,Data Analysis & Statistics,English,English,8–10 hours per week,10 Weeks,FREE-Add a Verified Certificate for $350 USD,9.0,350,10,93442300,90.0,"(80.0, 100.0]",12.494921536983822,"(80.0, 100.0]"
Empathy and Emotional Intelligence at Work,45867,Self-paced on your time,"University of California, Berkeley",Introductory,Business & Management,English,English,1–2 hours per week,4 Weeks,FREE-Add a Verified Certificate for $199 USD,1.5,199,4,9127533,6.0,"(0.0, 10.0]",10.733501183228723,"(0.0, 10.0]"
Design Thinking and Creativity for Innovation,47549,Self-paced on your time,The University of Queensland,Intermediate,Business & Management,English,English,8–10 hours per week,10 Weeks,FREE-Add a Verified Certificate for $5 USD,9.0,5,10,237745,90.0,"(80.0, 100.0]",10.769516037258176,"(80.0, 100.0]"
China and Communism,69104,Self-paced on your time,Harvard University,Introductory,History,English,"English, 中文",1–3 hours per week,15 Weeks,FREE-Add a Verified Certificate for $139 USD,2.0,139,15,9605456,30.0,"(20.0, 30.0]",11.143367895200482,"(20.0, 30.0]"
Mandarin Chinese Level 1,56040,Self-paced on your time,MandarinX,Introductory,Language,English,English,4–10 hours per week,6 Weeks,FREE-Add a Verified Certificate for $149 USD,7.0,149,6,8349960,42.0,"(40.0, 50.0]",10.933821000450944,"(40.0, 50.0]"
Introduction to Biology - The Secret of Life,147512,Instructor-led on a course schedule,Massachusetts Institute of Technology,Introductory,Biology & Life Sciences,English,"English, 中文",5–10 hours per week,16 Weeks,FREE-Add a Verified Certificate for $150 USD,7.5,150,16,22126800,120.0,"(100.0, inf]",11.901664807385,"(100.0, inf]"
Photoshop: una herramienta para presentaciones innovadoras,22969,Self-paced on your time,Pontificia Universidad Javeriana,Introductory,Art & Culture,Español,Español,8–10 hours per week,5 Weeks,FREE-Add a Verified Certificate for $19 USD,9.0,19,5,436411,45.0,"(40.0, 50.0]",10.041900759689755,"(40.0, 50.0]"
Causal Diagrams: Draw Your Assumptions Before Your Conclusions,50949,Self-paced on your time,Harvard University,Introductory,Data Analysis & Statistics,English,English,2–3 hours per week,9 Weeks,FREE-Add a Verified Certificate for $99 USD,2.5,99,9,5043951,22.5,"(20.0, 30.0]",10.83858041137288,"(20.0, 30.0]"
生活英语听说 | Conversational English Skills,301585,Self-paced on your time,Tsinghua University,Introductory,Communication,English,English,2–4 hours per week,10 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,10,14777665,30.0,"(20.0, 30.0]",12.616807179131113,"(20.0, 30.0]"
Shakespeare’s Othello: The Moor,31868,Self-paced on your time,Harvard University,Introductory,Humanities,English,English,5–7 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,6.0,49,4,1561532,24.0,"(20.0, 30.0]",10.369357650500257,"(20.0, 30.0]"
Basic Spanish 2: One Step Further,67687,Self-paced on your time,Universitat Politècnica de Valencia,Introductory,Language,English,"English, Español",4–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,4.5,50,4,3384350,18.0,"(10.0, 20.0]",11.12264941682779,"(10.0, 20.0]"
Financial Market Analysis,37452,Self-paced on your time,The International Monetary Fund,Intermediate,Economics & Finance,English,English,8–10 hours per week,7 Weeks,FREE-Add a Verified Certificate for $25 USD,9.0,25,7,936300,63.0,"(60.0, 70.0]",10.53081539205878,"(60.0, 70.0]"
CS50's Computer Science for Business Professionals,73208,Self-paced on your time,Harvard University,Introductory,Computer Science,English,English,2–6 hours per week,6 Weeks,FREE-Add a Verified Certificate for $90 USD,4.0,90,6,6588720,24.0,"(20.0, 30.0]",11.201059983595215,"(20.0, 30.0]"
Gobierno Digital,18883,Self-paced on your time,Inter-American Development Bank,Introductory,Social Sciences,Español,Español,1–2 hours per week,8 Weeks,FREE-Add a Verified Certificate for $25 USD,1.5,25,8,472075,12.0,"(10.0, 20.0]",9.846017325381577,"(10.0, 20.0]"
Upper-Intermediate English: Business and Globalization,58532,Self-paced on your time,Universitat Politècnica de Valencia,Intermediate,Language,English,English,3–5 hours per week,4 Weeks,FREE-Add a Verified Certificate for $50 USD,4.0,50,4,2926600,16.0,"(10.0, 20.0]",10.977328892212316,"(10.0, 20.0]"
The Opioid Crisis in America,54805,Self-paced on your time,Harvard University,Introductory,Medicine,English,English,1–2 hours per week,10 Weeks,FREE-Add a Verified Certificate for $99 USD,1.5,99,10,5425695,15.0,"(10.0, 20.0]",10.911536709649823,"(10.0, 20.0]"
Gestión de Proyectos de Desarrollo,306286,Self-paced on your time,Inter-American Development Bank,Introductory,Business & Management,Español,Español,3–4 hours per week,10 Weeks,FREE-Add a Verified Certificate for $49 USD,3.5,49,10,15008014,35.0,"(30.0, 40.0]",12.632274584952903,"(30.0, 40.0]"
Statistical Learning,27968,Self-paced on your time,Stanford University,Introductory,Data Analysis & Statistics,English,English,3–5 hours per week,9 Weeks,FREE-Add a Verified Certificate for $50 USD,4.0,50,9,1398400,36.0,"(30.0, 40.0]",10.238816278455262,"(30.0, 40.0]"
Introduction to Social Psychology,79365,Self-paced on your time,The University of Queensland,Introductory,Humanities,English,English,1–2 hours per week,7 Weeks,FREE-Add a Verified Certificate for $99 USD,1.5,99,7,7857135,10.5,"(10.0, 20.0]",11.281812744006341,"(10.0, 20.0]"
Artificial Intelligence (AI),265104,Instructor-led on a course schedule,Columbia University,Advanced,Computer Science,English,English,8–10 hours per week,12 Weeks,FREE-Add a Verified Certificate for $249 USD,9.0,249,12,66010896,108.0,"(100.0, inf]",12.487877480809079,"(100.0, inf]"
American Government: Constitutional Foundations,35504,Self-paced on your time,Harvard University,Introductory,Social Sciences,English,English,2–4 hours per week,4 Weeks,FREE-Add a Verified Certificate for $49 USD,3.0,49,4,1739696,12.0,"(10.0, 20.0]",10.477400645172375,"(10.0, 20.0]"
